average_charge_normal,tenure_bins,PhoneService_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MonthlyCharges_normal,TotalCharges_log,Churn_Yes
0.13883168588687533,2,1,1,0,0,0,0,0.01542288557213931,5.309504555938601,0
0.1659802306425041,0,1,0,0,0,0,1,0.018905472636815905,3.0032042883926917,1
0.49779867068113387,7,1,0,1,1,0,0,0.4144278606965174,8.16197432973217,0
0.4993275728742898,6,1,0,0,1,0,0,0.41144278606965173,7.996418236796579,0
0.42026359143327835,5,1,0,0,0,0,0,0.3686567164179104,7.3334150943758205,0
0.832337270847208,6,1,0,0,0,1,0,0.8069651741293532,8.465720933647274,1
0.2487644151565074,0,0,0,0,0,1,0,0.11890547263681592,3.407841924380824,1
0.728703322350357,9,1,0,1,1,0,0,0.7164179104477612,8.759268402609305,0
0.529654036243822,3,1,0,0,0,0,1,0.4621890547263682,6.996772975299789,1
0.7850836485138176,9,1,0,1,1,0,0,0.7771144278606965,8.819805747406347,0
0.7481466227347611,0,1,0,0,1,0,0,0.7686567164179104,5.202081758667211,0
0.5718622246628836,4,1,1,0,0,0,1,0.47661691542288565,7.536070562040541,0
0.16639209225700163,0,1,0,0,0,0,0,0.019402985074626858,3.005682604407159,0
0.37273476112026355,0,1,0,0,0,0,0,0.26865671641791045,3.8122026701459353,0
0.8296380194032582,9,1,0,1,0,0,0,0.8124378109452737,8.888991203120556,0
0.5220757825370674,1,1,0,0,0,1,0,0.5119402985074627,5.758586266696875,1
0.6353950290093833,6,1,0,0,1,0,0,0.5626865671641791,8.174223894533617,0
0.8598822560325613,5,1,0,0,0,1,0,0.8766169154228856,8.174491592543683,1
0.8277669612101244,2,1,0,0,0,0,0,0.7920398009950248,7.007962539399163,1
0.3918451400329489,2,1,1,0,0,0,1,0.3114427860696517,6.164787403438236,0
0.5733525535420099,9,1,0,1,1,0,0,0.5069651741293533,8.49133164588989,0
0.20266014148657813,3,1,1,0,0,0,1,0.024875621890547265,6.036079339866934,0
0.6356332208885751,8,1,0,1,1,0,0,0.6129353233830845,8.489092026305327,0
0.6218793562286148,3,1,0,0,0,1,0,0.5766169154228856,6.889031069983857,0
0.6567427630030596,6,1,0,0,0,1,0,0.6592039800995025,8.270448306849701,0
0.39950576606260296,0,1,0,0,0,0,1,0.30845771144278605,4.574710978503383,0
0.5936985172981878,0,1,0,0,0,1,0,0.6208955223880598,4.970854424084411,1
0.6681345837029526,7,1,0,1,1,0,0,0.6119402985074627,8.347068944077664,0
0.5078552157199818,8,1,0,1,1,0,0,0.4567164179104478,8.35563850277115,0
0.7353645454197156,6,1,0,0,0,1,0,0.7164179104477612,8.252902071755033,0
0.7833058758923668,3,1,0,0,1,0,0,0.8044776119402984,7.26290906654893,1
0.5774794069192751,4,1,0,0,1,0,0,0.5099502487562189,7.4688842072573705,0
0.6520799011532125,2,1,0,0,1,0,0,0.6208955223880598,6.450944243522384,1
0.6117998352553542,7,1,1,0,1,0,0,0.56318407960199,8.402085324303531,0
0.8020089694307156,3,1,0,0,0,1,0,0.7681592039800995,7.468827149172224,1
0.8251876258466044,8,1,1,0,1,0,0,0.809950248756219,8.75008111178088,0
0.8831748290150266,8,1,1,0,0,1,0,0.8975124378109453,8.864513517029854,0
0.21666343637949412,5,1,0,1,1,0,0,0.06666666666666667,6.796041289352136,0
0.8985104338275672,9,1,0,1,1,0,0,0.8880597014925373,8.968740037311406,0
0.8249675768516247,6,1,0,0,0,1,0,0.818407960199005,8.456827286129794,0
0.74831136738056,7,1,0,0,0,0,0,0.7129353233830846,8.603499319776505,0
0.33887058392824454,9,0,0,1,0,0,0,0.2373134328358209,7.993619994827744,0
0.4379919458173165,3,1,1,0,1,0,0,0.3597014925373134,6.863907879201861,0
0.7845963756177924,2,1,0,0,0,1,0,0.7577114427860697,6.7537295913430295,1
0.6702361339923119,1,1,0,0,0,1,0,0.5676616915422885,5.497577977398914,0
0.6397612955238529,6,1,1,0,0,1,0,0.6034825870646767,8.202578332390305,0
0.6635489185311154,5,1,0,1,0,0,1,0.6064676616915423,7.822925383187589,0
0.15336079077429982,6,1,0,1,0,0,0,0.018905472636815905,6.8361518601224445,0
0.7309308072487644,2,1,0,0,0,0,1,0.6129353233830845,6.788239492980574,0
0.40403624382207576,0,1,0,0,0,0,1,0.30646766169154227,3.892840186011372,0
0.17276802686604995,7,1,1,0,0,1,0,0.021393034825870634,6.994529127764175,0
0.9136892504118616,8,1,0,1,0,0,0,0.9288557213930347,8.867709208039386,0
0.18927034064941275,8,1,0,1,0,0,0,0.05970149253731343,7.261646351544253,0
0.4870950027457441,1,1,0,0,0,0,0,0.4601990049751244,5.178407069875479,0
0.9030801365027065,7,1,1,0,0,1,0,0.917910447761194,8.722498584600567,0
0.4814930878876871,6,1,1,0,1,0,0,0.37213930348258706,7.896868871894053,0
0.4965506589785832,2,1,0,0,0,0,1,0.36218905472636814,6.178462651785838,0
0.5797089511257552,5,1,0,0,0,1,0,0.5621890547263682,7.655059150494037,0
0.2226981511989749,6,1,1,0,1,0,0,0.07611940298507461,7.103815361886605,0
0.6536243822075781,0,1,0,0,0,1,0,0.6079601990049751,4.373868446972418,1
0.4233562977385053,2,0,0,0,0,1,0,0.3213930348258706,6.337445008381255,0
0.5847258178394916,2,1,0,0,0,0,0,0.5661691542288558,6.208388798608275,1
0.8487291127324076,6,1,0,0,0,0,0,0.8512437810945274,8.372745287050364,0
0.16362673570251823,6,1,0,1,0,0,0,0.018905472636815905,6.880743729735287,0
0.8408841295991213,2,1,0,0,1,0,0,0.8064676616915423,6.823014050527046,0
0.5214050364791715,5,1,1,0,0,0,0,0.4368159203980099,7.703210822115863,0
0.1813907193849533,6,1,0,1,0,0,0,0.02388059701492536,6.963189985870238,0
0.1660160446959387,6,1,0,1,0,0,1,0.016915422885572132,6.832061434612937,0
0.28666988581491787,4,0,0,0,0,0,1,0.15422885572139303,6.9169627597330505,0
0.7057111477210324,5,1,0,0,0,0,0,0.6348258706467661,7.851738995873041,0
0.6153212520593081,0,1,0,0,0,1,0,0.5616915422885572,4.3134800921387715,0
0.7131758274674255,8,1,0,1,0,0,1,0.654228855721393,8.650718334021228,0
0.9006463059181345,8,1,0,0,1,0,0,0.9233830845771144,8.868835492826895,0
0.8533601043382756,9,1,0,1,0,0,0,0.8223880597014926,8.917183339244133,0
0.6365664470071389,2,1,0,0,0,1,0,0.6039800995024875,6.832331056335296,1
0.5509316193702578,9,1,1,0,1,0,0,0.48358208955223875,8.465626175359802,0
0.18756177924217463,1,1,0,0,0,0,1,0.027860696517412943,4.734881792509748,1
0.17538968445064,7,1,0,1,0,0,0,0.02736318407960199,7.009589584863405,0
0.828500823723229,4,1,0,0,0,1,0,0.7985074626865671,7.82982925561202,1
0.16639209225700163,0,1,0,0,0,0,1,0.019402985074626858,3.005682604407159,0
0.1602141680395387,0,1,0,0,0,1,0,0.01194029850746268,2.9678470700644555,0
0.7815832827538367,5,1,1,0,0,0,0,0.763681592039801,8.190243471376439,0
0.3778206280265588,8,0,1,0,0,0,0,0.2716417910447761,8.015409895634475,0
0.9220673030332396,8,1,0,1,0,0,0,0.9129353233830846,8.93746152249408,1
0.16507413509060953,1,0,0,0,0,0,1,0.060199004975124384,4.607168188650764,0
0.8355127677100495,9,1,1,0,0,1,0,0.854726368159204,8.89604734809811,0
0.23878964168039538,5,0,1,0,0,0,1,0.11840796019900496,6.8326545064728865,0
0.7511781157810046,6,1,1,0,0,0,1,0.7572139303482587,8.274178510459615,0
0.15596398498993227,9,1,0,1,1,0,0,0.011442786069651727,7.217626833806171,0
0.7846188407967649,7,1,0,0,0,1,0,0.7810945273631841,8.56386683161391,1
0.4819176910404258,7,1,1,0,1,0,0,0.3950248756218906,8.020352652216909,0
0.7574613999463622,6,1,0,0,0,1,0,0.7303482587064677,8.282508294255468,0
0.6385302106059931,5,1,0,0,0,1,0,0.5796019900497512,7.961422501607078,1
0.44062757413509057,8,0,0,1,0,1,0,0.3616915422885572,8.138418698561118,0
0.6820428336079077,1,1,0,0,0,1,0,0.7124378109452736,5.515040350059324,0
0.25772240527182866,5,0,0,1,0,0,0,0.127363184079602,7.026737595214002,0
0.8769769357495881,2,1,0,0,0,1,0,0.8159203980099502,6.970401385632408,1
0.16778840358420055,6,1,0,1,0,0,1,0.02388059701492536,6.727611349435956,0
0.6564158887058392,4,1,0,0,1,0,0,0.6661691542288557,7.673967030399088,0
0.8112864791715697,7,1,1,0,1,0,0,0.8114427860696517,8.61530852400709,0
0.1547913234486546,1,1,0,0,0,0,1,0.024378109452736312,4.725172978382788,0
0.6302855573860516,1,1,0,0,0,1,0,0.5587064676616916,5.436120870695231,1
0.41227347611202636,2,1,0,0,0,0,1,0.3228855721393035,5.858932654816543,0
0.1295304777594728,1,1,0,0,0,0,1,0.025870646766169167,4.141546163706395,0
0.7557411012929959,5,1,0,1,0,1,0,0.7034825870646766,8.015542020029786,0
0.6515040575996095,4,1,0,0,0,1,0,0.5950248756218905,7.666456090281521,1
0.1972302306425041,9,1,0,1,0,0,0,0.052736318407960205,7.452373448482877,0
0.16268533772652388,0,1,0,0,0,0,1,0.014925373134328358,2.9831534913471307,0
0.46236977051766937,9,0,1,0,0,1,0,0.3800995024875622,8.290380416727643,0
0.7702762640983398,3,1,0,0,0,1,0,0.6736318407960199,7.103034192148042,0
0.49510708401976933,4,0,0,0,1,0,0,0.4014925373134329,7.314985495036968,1
0.4008089699771324,8,1,0,1,0,0,0,0.3213930348258706,8.089513148736916,0
0.29200988467874794,0,0,0,0,0,1,0,0.1711442786069652,3.5681232529781366,1
0.33463756177924214,0,1,0,0,0,1,0,0.25970149253731345,4.3975308212098465,1
0.22761580016091337,6,1,0,1,1,0,0,0.07412935323383084,7.080194835921641,0
0.6369529403337869,4,1,0,0,0,0,0,0.5646766169154229,7.48352559138851,0
0.16445505560131796,8,1,0,1,0,0,1,0.019402985074626858,7.1528559976483885,0
0.16915951328073064,7,1,0,1,0,0,1,0.013432835820895536,7.065229002806327,0
0.5803130148270181,0,1,0,0,0,0,1,0.5194029850746269,4.254903238344689,1
0.7351329397766795,9,1,0,1,1,0,0,0.6945273631840796,8.768053071961528,0
0.5803644975288302,2,1,0,0,0,1,0,0.5263681592039802,6.3344334914905405,1
0.8063372673994652,8,1,0,1,0,0,0,0.8238805970149253,8.694711564704171,0
0.6807364600494233,8,1,1,0,1,0,0,0.6572139303482587,8.573393924604202,0
0.20374968095227047,9,1,0,1,0,0,0,0.05671641791044776,7.470907662925895,0
0.8131668989988594,8,1,0,1,1,0,0,0.8039800995024875,8.766659245839522,0
0.16845140032948927,1,1,1,0,0,0,1,0.013432835820895536,4.116595171156921,0
0.3760296540362438,0,1,0,0,0,1,0,0.272636815920398,3.8210036070409776,1
0.5299148819330038,5,1,1,0,1,0,0,0.4601990049751244,7.565249374827594,0
0.5883580450302033,3,1,0,0,0,0,1,0.5099502487562189,6.97672148344686,0
0.581085255354201,2,1,0,0,0,1,0,0.5004975124378109,6.3356746264016355,0
0.7713579665803718,2,1,0,0,0,0,1,0.763681592039801,6.4853983032037545,1
0.9332254648152506,9,1,1,0,1,0,0,0.8945273631840797,8.978477669096453,0
0.6928907370994313,8,1,0,1,0,1,0,0.6751243781094527,8.559342304924396,0
0.1558209774848984,1,1,0,0,0,0,1,0.014427860696517405,4.7318028369214575,0
0.6782772417039303,3,1,0,0,0,0,0,0.6233830845771144,7.049949044685312,0
0.6821738804852479,4,1,0,0,0,0,0,0.6557213930348259,7.507662635072334,0
0.15721881084319303,4,1,1,0,0,0,1,0.018905472636815905,6.040016587690148,0
0.5271828665568369,3,1,0,1,0,0,1,0.4577114427860697,6.931471805599453,0
0.2072487644151565,2,1,0,1,0,0,0,0.07412935323383084,5.527840524826286,0
0.4844443036370549,3,1,0,0,0,1,0,0.3756218905472637,6.63928742545416,0
0.65582784184514,3,1,0,0,0,1,0,0.6383084577114428,7.372966191487255,1
0.5568369028006589,0,1,0,0,0,1,0,0.5119402985074627,4.906755163608864,0
0.6151891455037145,7,1,0,1,0,0,0,0.5537313432835822,8.283557287381544,0
0.17515351205631272,2,1,1,0,0,0,1,0.02338308457711444,5.454893673590133,0
0.16276890385120454,8,1,0,1,0,0,1,0.01641791044776118,7.21777353127957,0
0.5621911037891268,1,1,0,0,0,0,0,0.5238805970149254,5.60947179518496,1
0.7155466318872414,9,1,0,1,0,0,0,0.7044776119402985,8.741048489378697,0
0.3765267283985684,7,0,0,0,0,1,0,0.2691542288557214,7.882767646672298,1
0.1654654036243822,3,1,0,0,0,1,0,0.021393034825870634,5.772686453303412,0
0.6779912647025018,6,1,1,0,0,0,0,0.6567164179104478,8.171670119274607,0
1.0,0,1,0,0,0,1,0,0.8572139303482588,5.492238059185343,1
0.6953106613320782,3,1,0,1,0,0,1,0.6338308457711443,7.074751669673346,0
0.7771284697398277,7,1,1,0,0,0,0,0.7621890547263681,8.517233190616258,1
0.16849001235584843,5,1,1,0,0,0,0,0.02288557213930349,6.483947976626108,0
0.18902025390057176,5,1,0,0,0,1,0,0.06417910447761194,6.659550297072556,0
0.6291598023064251,3,1,0,0,0,0,1,0.5592039800995026,7.04377108289958,1
0.5926100258884444,2,1,0,0,0,0,0,0.5791044776119403,6.221782302170192,1
0.8562602965403624,3,1,0,0,0,0,0,0.8666666666666666,7.351960215406232,0
0.16906581683636265,8,1,1,0,1,0,0,0.02288557213930349,7.132497551660044,0
0.24670510708401974,0,0,0,0,0,0,0,0.11641791044776119,3.3995293245614584,1
0.37314662273476107,0,1,0,0,0,0,1,0.2691542288557214,3.8133070324889884,0
0.6823002471169687,2,1,0,0,0,0,0,0.6592039800995025,6.4962469473266875,1
0.6123758174829015,5,1,1,0,1,0,0,0.5621890547263682,7.805189336005987,0
0.7043784057787352,3,1,0,0,0,1,0,0.6069651741293532,7.013600677065478,1
0.2042833607907743,0,0,0,0,0,1,0,0.06517412935323384,3.2108436531709366,1
0.4216845140032949,3,1,0,0,0,0,1,0.33383084577114425,6.931325310494569,0
0.2255628775398133,1,0,0,0,0,1,0,0.12089552238805969,4.408546844483277,0
0.15511342035230008,3,1,1,0,0,1,0,0.013930348258706454,5.500441550638171,0
0.4899299835255354,5,1,0,0,1,0,0,0.38159203980099504,7.774477543887798,0
0.6078981648212711,6,1,1,0,1,0,0,0.5338308457711444,8.062543091204349,0
0.728995057660626,1,1,0,0,0,1,0,0.7238805970149254,6.274762021241939,1
0.1641954969796815,8,1,0,1,0,0,0,0.014925373134328358,7.226499876885736,0
0.9300407285374336,9,1,0,1,1,0,0,0.9099502487562189,9.003230097973956,0
0.16651774495295005,7,1,0,1,1,0,0,0.010447761194029858,7.083974923584623,0
0.7832166392092258,3,1,0,0,0,1,0,0.7791044776119402,7.5504772093477674,0
0.20160626029654033,4,1,0,1,0,0,0,0.05820895522388061,6.37570601876452,0
0.9102490715661911,7,1,0,0,0,1,0,0.9263681592039801,8.782591310627284,0
0.920013042284459,9,1,0,1,0,0,0,0.9353233830845771,8.992389564998069,0
0.17092257001647446,0,1,0,0,0,0,1,0.024875621890547265,3.0325462466767075,0
0.8179724205259625,4,1,1,0,1,0,0,0.8323383084577115,7.894001085943517,0
0.6544481054365733,3,1,0,0,1,0,0,0.6149253731343284,7.014185222597984,0
0.8591665313130844,9,1,0,1,0,1,0,0.8686567164179104,8.909978246367027,0
0.6551451020149538,3,1,0,0,1,0,0,0.5975124378109452,6.941141697999771,0
0.5539445110079377,6,1,0,0,1,0,0,0.5034825870646765,7.992589754656903,0
0.6701737307173881,5,1,1,0,0,0,0,0.6139303482587065,7.8953801394606185,0
0.4781255720300201,9,0,0,1,1,0,0,0.37014925373134333,8.337875119642057,0
0.6581548599670511,0,1,0,0,0,1,0,0.6134328358208956,4.380775852772229,1
0.8386586317523628,3,1,0,0,0,1,0,0.8791044776119402,7.567578327334585,1
0.8564276153212521,8,1,1,0,1,0,0,0.8378109452736319,8.802988485019748,0
0.34802306425041185,0,1,0,0,1,0,0,0.27611940298507465,4.436751534363128,1
0.20799011532125206,0,0,0,0,0,1,0,0.06965174129353234,3.228826155721369,0
0.15180814000594162,8,1,0,1,0,0,1,0.014925373134328358,7.024826950567975,0
0.15339714821337272,4,1,1,0,0,1,0,0.017412935323383085,6.291661727864483,0
0.7076319747869063,4,1,0,0,0,1,0,0.682089552238806,7.588753964495258,0
0.496755686580537,7,0,0,0,0,0,0,0.40298507462686567,8.142485196414494,0
0.35921197144426137,9,0,0,1,1,0,0,0.26865671641791045,8.051914382606217,0
0.4729169786830412,8,0,0,1,0,0,0,0.38159203980099504,8.239910194001379,0
0.6747560511975668,8,1,0,1,0,0,0,0.6562189054726368,8.580074089455438,0
0.6431219110378913,2,1,0,0,0,0,0,0.6144278606965174,6.437111444848978,0
0.5526153212520594,1,1,0,0,0,1,0,0.5164179104477612,5.592292098622838,1
0.21311228159732695,9,1,0,1,0,0,0,0.06467661691542288,7.515834647152018,0
0.16639209225700163,0,1,1,0,0,1,0,0.019402985074626858,3.005682604407159,0
0.36933690280065895,1,1,0,0,0,0,1,0.3164179104477612,5.1893392039782915,1
0.1505697419000549,2,1,1,0,0,0,0,0.01094527363184081,5.390668627612223,0
0.44232221306974184,4,0,1,0,0,0,1,0.3218905472636816,7.16142803533117,0
0.6764494871658606,5,1,1,0,0,0,1,0.6258706467661692,7.842180581051775,0
0.4546952224052718,0,1,0,0,0,0,1,0.36766169154228856,4.01096295328305,1
0.7477073036792972,5,1,0,0,1,0,0,0.7129353233830846,7.909544577458438,0
0.7198377089978618,6,1,0,1,1,0,0,0.6671641791044776,8.320508983786446,0
0.8787372627982183,7,1,0,1,1,0,0,0.8930348258706468,8.65880559454539,0
0.7821252059308073,6,1,0,0,1,0,0,0.7487562189054726,8.465373442686442,0
0.6968698517298187,0,1,0,0,0,0,1,0.6601990049751243,4.437934266612178,1
0.17926276771004943,9,1,0,1,1,0,0,0.01990049751243781,7.356854424110363,0
0.19939782991535535,4,1,0,0,0,1,0,0.06865671641791044,6.553933404025811,0
0.46993410214168035,0,1,0,0,0,0,1,0.3597014925373134,4.73707525686803,1
0.246334431630972,2,0,0,1,0,0,1,0.1129353233830846,5.700610783490566,0
0.5976340838367197,3,1,0,0,0,1,0,0.546268656716418,7.17468602426429,0
0.8389246667665119,2,1,0,0,0,1,0,0.763681592039801,7.021351785564677,1
0.14639106260296542,3,1,0,1,0,0,1,0.014925373134328358,5.6502058737528085,0
0.7265353285740435,9,1,0,1,0,0,0,0.6800995024875621,8.756288828944374,0
0.9013248215266337,9,1,0,1,0,0,0,0.9049751243781095,8.971867423536949,0
0.640424719733194,6,1,1,0,1,0,0,0.5616915422885572,8.06703924718298,0
0.7763464706627803,8,1,0,0,0,1,0,0.7577114427860697,8.720321772891186,0
0.4633759979723735,3,1,0,0,0,1,0,0.363681592039801,6.594823772276905,0
0.5630148270181219,1,1,0,0,0,1,0,0.5681592039800994,5.610935924289849,0
0.5086591393096798,6,1,1,0,0,0,1,0.4651741293532338,7.836685791202728,0
0.5899505766062602,3,1,0,0,0,1,0,0.5587064676616916,6.979424565672496,1
0.39991762767710043,0,1,0,0,0,0,1,0.3014925373134328,3.882594194737334,1
0.8430316937318584,6,1,1,0,0,1,0,0.8034825870646766,8.366009771582208,0
0.7461236553929644,7,1,1,0,0,1,0,0.7487562189054726,8.43805257673444,0
0.6060543657331137,0,1,0,0,0,1,0,0.518905472636816,4.991452474679482,1
0.3311367380560132,0,0,0,0,0,1,0,0.218407960199005,3.6938669956249757,1
0.6778469934102141,5,1,1,0,1,0,0,0.6512437810945274,7.875993091479039,0
0.15901976935749587,2,1,0,0,0,0,1,0.01592039800995026,5.262949222710246,0
0.504548919324301,8,0,0,1,0,1,0,0.41094527363184075,8.319693020082003,0
0.9463567126691332,8,1,0,1,1,0,0,0.963681592039801,8.854829036496751,0
0.9540527182866556,6,1,1,0,1,0,0,0.9562189054726368,8.664077535251451,0
0.33175453047775944,0,1,0,0,1,0,0,0.26218905472636816,4.388878109622984,1
0.3489888087257854,4,0,0,0,0,1,0,0.26616915422885573,7.113671284629721,0
0.3629873695771554,1,0,0,0,0,1,0,0.22786069651741292,4.884315927417586,1
0.8644658471676593,3,1,0,0,0,1,0,0.882089552238806,7.218396755568828,1
0.7117763519176855,7,1,0,0,0,1,0,0.7124378109452736,8.502150617070969,0
0.4039166710952861,5,0,0,1,0,0,0,0.3144278606965174,7.326531401149974,0
0.9211513820245286,6,1,1,0,0,0,1,0.945771144278607,8.52362247918114,0
0.7463135009587598,8,1,0,1,0,0,1,0.6950248756218905,8.617355218315218,0
0.19691103789126854,6,1,0,1,0,0,0,0.0661691542288557,7.086110647506213,0
0.8702202375791207,3,1,0,0,0,0,1,0.8631840796019901,7.604520905064794,0
0.15351967162762126,7,1,0,1,0,0,1,0.01094527363184081,7.00270175629109,1
0.2010522774207021,9,1,0,1,1,0,0,0.05970149253731343,7.457580437597137,0
0.7780065897858319,3,1,0,0,0,1,0,0.7582089552238807,7.3206593161872995,1
0.4985909997398769,7,1,0,1,0,1,0,0.4129353233830846,8.146172987341123,0
0.2042833607907743,0,0,0,0,0,0,0,0.06517412935323384,3.2108436531709366,1
0.8945840197693575,3,1,0,0,0,1,0,0.8835820895522388,7.683426701046691,0
0.5815485996705106,0,1,0,0,0,0,1,0.5208955223880597,4.257030144499196,1
0.6607907742998352,1,1,0,0,0,1,0,0.6681592039800995,5.9942107727760074,1
0.8910230008870866,7,1,0,0,0,1,0,0.863681592039801,8.634949560050392,1
0.5255354200988467,4,1,0,0,0,0,0,0.4646766169154229,7.200275628074167,0
0.4541951047305249,3,0,0,0,0,1,0,0.3656716417910448,6.648919781087936,0
0.4032125205930807,1,1,0,0,0,0,0,0.3213930348258706,5.5002372814106195,0
0.44330038440417346,1,1,0,0,0,0,1,0.3671641791044776,5.77734267776423,0
0.4104200988467875,2,1,0,0,0,1,0,0.32786069651741295,6.211101959092904,0
0.20922570016474462,0,1,0,0,0,0,1,0.07114427860696516,3.2347491740244907,0
0.44671843201860645,8,1,0,0,0,0,1,0.3601990049751244,8.212771794960158,0
0.814547867472085,3,1,0,0,0,0,1,0.7651741293532339,7.484340553003962,1
0.6678148869252657,4,1,1,0,1,0,0,0.5746268656716418,7.4863890727533215,0
0.38185749588138385,3,1,0,0,0,1,0,0.25970149253731345,6.832115364773392,0
0.5766062602965404,0,1,0,0,0,1,0,0.5149253731343284,4.248495242049359,1
0.6245366556836902,2,1,0,0,0,1,0,0.5597014925373134,6.407787165216928,1
0.3586490939044481,2,1,0,0,1,0,0,0.2646766169154229,6.076265148800447,1
0.587829489291598,4,1,0,0,0,1,0,0.5756218905472636,7.445826351638323,1
0.4756883972699459,5,1,1,0,0,0,1,0.427363184079602,7.6114466734177535,0
0.6950791490580903,4,1,1,0,0,0,1,0.682089552238806,7.570855538189786,0
0.7795167490389895,1,1,0,0,0,1,0,0.7074626865671642,6.341769244038871,0
0.15125617792421747,2,1,0,0,0,0,1,0.014427860696517405,5.395217191287996,0
0.16680395387149916,0,1,0,0,0,0,1,0.01990049751243781,3.0081547935525483,0
0.6307225560943917,9,1,0,1,0,1,0,0.5751243781094527,8.600881553301793,0
0.8090138856201459,5,1,0,0,0,1,0,0.8213930348258707,8.142499741974827,0
0.6210358319604612,5,1,0,0,0,1,0,0.5601990049751243,8.011603834445493,0
0.6062602965403624,0,1,0,0,0,0,1,0.5507462686567164,4.298645025734831,1
0.5407205787551034,4,1,1,0,0,0,0,0.464179104477612,7.3197324707055245,0
0.8156919275123559,1,1,0,0,0,1,0,0.7681592039800995,5.981666704627871,1
0.7344522240527182,1,1,0,0,0,1,0,0.7179104477611941,5.876754908724047,0
0.49774687469716056,8,0,0,1,1,0,0,0.41840796019900495,8.32093496888341,0
0.6810240180352032,5,1,0,0,0,0,1,0.6328358208955224,8.052519333671391,0
0.19469965783804333,7,1,0,1,0,0,1,0.06517412935323384,7.114037473220935,0
0.5929134060955519,5,1,0,0,0,1,0,0.5636815920398011,7.742119863957441,1
0.5835368971198092,4,1,0,1,0,0,1,0.5701492537313433,7.627739113495642,0
0.8111180958987254,5,1,0,0,0,1,0,0.8248756218905473,8.227335420514823,0
0.6319415842943438,6,1,1,0,1,0,0,0.6019900497512438,8.211333570512089,0
0.15856672158154858,0,1,0,0,0,0,0,0.009950248756218905,2.9575110607337933,0
0.706249063950876,4,1,0,0,0,1,0,0.7044776119402985,7.542346010082059,0
0.9377226926171411,6,1,0,1,1,0,0,0.96318407960199,8.495989983765135,0
0.5627677100494234,1,1,0,0,0,1,0,0.5084577114427861,5.833640461914415,0
0.6845963756177924,1,1,0,0,0,1,0,0.6203980099502487,6.029602943999035,1
0.9184352488936265,7,1,1,0,1,0,0,0.9134328358208955,8.645832637960332,0
0.1572151193818595,9,1,0,1,1,0,0,0.01641791044776118,7.211630531328668,0
0.6630213300962455,5,1,1,0,1,0,0,0.617412935323383,8.025728921128866,1
0.7657365458539265,4,1,0,0,0,1,0,0.7452736318407961,7.710227605656074,1
0.7616733349023299,5,1,0,0,1,0,0,0.7288557213930348,8.082201430549729,0
0.663570077491,7,1,1,0,0,0,0,0.6388059701492538,8.377954112324245,1
0.48782720117151745,9,0,0,1,0,1,0,0.4154228855721393,8.357962965845681,0
0.3690280065897858,0,1,0,0,0,1,0,0.2641791044776119,3.8022081394209395,0
0.3865092440051254,2,1,1,0,0,0,1,0.30199004975124377,6.045715961939898,0
0.49861518993386333,8,0,0,1,0,0,0,0.41592039800995023,8.337276740036128,0
0.8139177544037511,7,1,0,0,1,0,0,0.8402985074626866,8.544438640306433,0
0.6590160251610003,2,1,0,0,0,1,0,0.6432835820895523,6.779978724039979,0
0.5726935749588139,0,1,0,0,0,1,0,0.5184079601990049,4.934833580679974,1
